gRNA,Gene,Plasmid,Rep1,Rep2,Rep3
RALY_CCDS13229.1_ex2_20:32663674-32663697:+_5-3,RALY,670,910,919,924
RALY_CCDS13229.1_ex2_20:32663730-32663753:-_5-4,RALY,421,429,677,707
RALY_CCDS13229.1_ex2_20:32663757-32663780:-_5-5,RALY,370,544,252,468
RALYL_CCDS55252.1_ex1_8:85441700-85441723:+_5-1,RALYL,260,245,302,325
RALYL_CCDS55252.1_ex1_8:85441790-85441813:+_5-2,RALYL,564,1081,595,624
RALYL_CCDS55252.1_ex1_8:85441805-85441828:-_5-3,RALYL,191,177,304,193
RALYL_CCDS55252.1_ex2_8:85686836-85686859:+_5-4,RALYL,149,190,242,152
RALYL_CCDS55252.1_ex4_8:85762240-85762263:+_5-5,RALYL,38,31,13,25
RAMP1_CCDS2522.1_ex1_2:238785893-238785916:-_5-1,RAMP1,1191,1641,1263,1378
RAMP1_CCDS2522.1_ex1_2:238785947-238785970:+_5-2,RAMP1,734,925,937,819
RAMP1_CCDS2522.1_ex1_2:238785969-238785992:+_5-3,RAMP1,689,762,1051,551
RAMP1_CCDS2522.1_ex1_2:238785982-238786005:+_5-4,RAMP1,384,526,261,284
RAMP1_CCDS2522.1_ex2_2:238820157-238820180:+_5-5,RAMP1,207,367,491,461
RAMP2_CCDS11437.1_ex2_17:40914415-40914438:+_5-1,RAMP2,3,0,0,0
RAMP2_CCDS11437.1_ex2_17:40914430-40914453:+_5-2,RAMP2,147,39,168,132
RAMP2_CCDS11437.1_ex2_17:40914444-40914467:+_5-3,RAMP2,321,540,452,744
RAMP2_CCDS11437.1_ex2_17:40914464-40914487:+_5-4,RAMP2,332,461,309,604
RAMP2_CCDS11437.1_ex3_17:40914625-40914648:-_5-5,RAMP2,634,604,717,509
RAMP3_CCDS5503.1_ex1_7:45216960-45216983:-_5-1,RAMP3,442,966,1222,1073
RAMP3_CCDS5503.1_ex1_7:45216977-45217000:+_5-2,RAMP3,436,622,774,875
RAMP3_CCDS5503.1_ex1_7:45216994-45217017:+_5-3,RAMP3,189,406,232,463
RAMP3_CCDS5503.1_ex1_7:45217022-45217045:-_5-4,RAMP3,330,375,390,466
RAMP3_CCDS5503.1_ex2_7:45222770-45222793:+_5-5,RAMP3,612,1316,799,898
RANBP10_CCDS32469.1_ex7_16:67765395-67765418:-_5-1,RANBP10,247,226,221,365
RANBP10_CCDS32469.1_ex7_16:67765426-67765449:+_5-2,RANBP10,556,1509,1110,906
RANBP10_CCDS32469.1_ex7_16:67765449-67765472:+_5-3,RANBP10,579,643,586,824
RANBP10_CCDS32469.1_ex13_16:67840198-67840221:+_5-4,RANBP10,308,414,343,234
RANBP10_CCDS32469.1_ex13_16:67840294-67840317:+_5-5,RANBP10,461,365,367,488
RANBP17_CCDS34287.1_ex8_5:170343484-170343507:+_5-1,RANBP17,288,355,336,352
RANBP17_CCDS34287.1_ex8_5:170343508-170343531:-_5-2,RANBP17,39,69,55,30
RANBP17_CCDS34287.1_ex9_5:170345846-170345869:-_5-3,RANBP17,190,181,134,265
RANBP17_CCDS34287.1_ex11_5:170351360-170351383:+_5-4,RANBP17,255,327,344,315
RANBP17_CCDS34287.1_ex12_5:170380699-170380722:-_5-5,RANBP17,306,144,199,166
RANBP3L_CCDS3918.1_ex7_5:36262047-36262070:+_5-1,RANBP3L,257,344,536,202
RANBP3L_CCDS3918.1_ex8_5:36265095-36265118:-_5-2,RANBP3L,590,789,531,615
RANBP3L_CCDS3918.1_ex9_5:36265549-36265572:-_5-3,RANBP3L,19,0,0,19
RANBP3L_CCDS3918.1_ex10_5:36269476-36269499:+_5-4,RANBP3L,221,252,151,372
RANBP3L_CCDS3918.1_ex10_5:36269493-36269516:-_5-5,RANBP3L,309,468,414,365
RANBP6_CCDS6467.1_ex0_9:6014453-6014476:+_5-1,RANBP6,657,891,645,519
RANBP6_CCDS6467.1_ex0_9:6014733-6014756:+_5-2,RANBP6,411,206,401,387
RANBP6_CCDS6467.1_ex0_9:6014824-6014847:+_5-3,RANBP6,145,214,5,184
RANBP6_CCDS6467.1_ex0_9:6014889-6014912:-_5-4,RANBP6,396,697,398,414
RANBP6_CCDS6467.1_ex0_9:6015373-6015396:+_5-5,RANBP6,515,914,923,914
RANGAP1_CCDS14012.1_ex8_22:41652730-41652753:-_5-1,RANGAP1,834,82,87,66
RANGAP1_CCDS14012.1_ex9_22:41653939-41653962:+_5-2,RANGAP1,1049,87,42,79
RANGAP1_CCDS14012.1_ex9_22:41654017-41654040:+_5-3,RANGAP1,288,0,0,1
RANGAP1_CCDS14012.1_ex10_22:41657551-41657574:-_5-4,RANGAP1,638,114,89,26
RANGAP1_CCDS14012.1_ex11_22:41660689-41660712:-_5-5,RANGAP1,280,9,1,2
RANGRF_CCDS11137.1_ex1_17:8192264-8192287:+_5-1,RANGRF,22,157,11,20
RANGRF_CCDS11137.1_ex1_17:8192279-8192302:-_5-2,RANGRF,468,591,572,356
RANGRF_CCDS11137.1_ex1_17:8192312-8192335:-_5-3,RANGRF,704,801,634,1296
RANGRF_CCDS11137.1_ex1_17:8192350-8192373:+_5-4,RANGRF,523,586,902,856
RANGRF_CCDS11137.1_ex1_17:8192363-8192386:-_5-5,RANGRF,944,1149,904,1083
RAP1A_CCDS840.1_ex2_1:112240093-112240116:+_5-1,RAP1A,328,402,357,412
RAP1A_CCDS840.1_ex3_1:112245975-112245998:+_5-2,RAP1A,7,0,10,0
RAP1A_CCDS840.1_ex3_1:112245998-112246021:-_5-3,RAP1A,45,14,0,51
RAP1A_CCDS840.1_ex3_1:112246034-112246057:+_5-4,RAP1A,117,112,62,103
RAP1A_CCDS840.1_ex3_1:112246070-112246093:+_5-5,RAP1A,38,23,4,47
RAPGEF1_CCDS48047.1_ex14_9:134501376-134501399:+_5-1,RAPGEF1,254,283,173,190
RAPGEF1_CCDS48047.1_ex14_9:134501430-134501453:+_5-2,RAPGEF1,432,544,216,139
RAPGEF1_CCDS48047.1_ex17_9:134504605-134504628:+_5-3,RAPGEF1,520,184,327,389
RAPGEF1_CCDS48047.1_ex19_9:134514107-134514130:+_5-4,RAPGEF1,329,117,264,170
RAPGEF1_CCDS48047.1_ex20_9:134518635-134518658:+_5-5,RAPGEF1,488,638,670,781
RAPGEF3_CCDS31784.1_ex14_12:48141581-48141604:-_5-1,RAPGEF3,536,1080,654,738
RAPGEF3_CCDS31784.1_ex17_12:48142594-48142617:+_5-2,RAPGEF3,685,542,597,735
RAPGEF3_CCDS31784.1_ex19_12:48143552-48143575:-_5-3,RAPGEF3,175,398,210,199
RAPGEF3_CCDS31784.1_ex21_12:48144184-48144207:+_5-4,RAPGEF3,849,1040,868,700
RAPGEF3_CCDS31784.1_ex24_12:48145497-48145520:+_5-5,RAPGEF3,261,132,105,518
RAPGEF4_CCDS42775.1_ex9_2:173832136-173832159:-_5-1,RAPGEF4,1132,1305,1234,1238
RAPGEF4_CCDS42775.1_ex9_2:173832160-173832183:-_5-2,RAPGEF4,524,781,571,315
RAPGEF4_CCDS42775.1_ex11_2:173850190-173850213:+_5-3,RAPGEF4,230,218,246,173
RAPGEF4_CCDS42775.1_ex12_2:173852914-173852937:+_5-4,RAPGEF4,128,122,149,55
RAPGEF4_CCDS42775.1_ex13_2:173853554-173853577:-_5-5,RAPGEF4,425,593,576,423
RAPGEFL1_CCDS11363.1_ex1_17:38340853-38340876:+_5-1,RAPGEFL1,207,119,167,86
RAPGEFL1_CCDS11363.1_ex2_17:38345168-38345191:-_5-2,RAPGEFL1,469,526,394,277
RAPGEFL1_CCDS11363.1_ex3_17:38345484-38345507:-_5-3,RAPGEFL1,176,47,197,81
RAPGEFL1_CCDS11363.1_ex4_17:38346710-38346733:+_5-4,RAPGEFL1,628,564,607,544
RAPGEFL1_CCDS11363.1_ex4_17:38346746-38346769:-_5-5,RAPGEFL1,337,424,382,306
RAPSN_CCDS7936.1_ex5_11:47464307-47464330:-_5-1,RAPSN,204,323,182,319
RAPSN_CCDS7936.1_ex6_11:47469359-47469382:-_5-2,RAPSN,559,687,970,647
RAPSN_CCDS7936.1_ex6_11:47469677-47469700:-_5-3,RAPSN,588,771,684,806
RAPSN_CCDS7936.1_ex7_11:47470346-47470369:-_5-4,RAPSN,383,505,450,708
RAPSN_CCDS7936.1_ex7_11:47470380-47470403:+_5-5,RAPSN,555,1264,898,744
RARRES1_CCDS3184.1_ex4_3:158431584-158431607:-_5-1,RARRES1,386,634,433,425
RARRES1_CCDS3184.1_ex4_3:158431614-158431637:-_5-2,RARRES1,219,205,124,90
RARRES1_CCDS3184.1_ex4_3:158431631-158431654:-_5-3,RARRES1,25,24,4,14
RARRES1_CCDS3184.1_ex5_3:158449952-158449975:+_5-4,RARRES1,568,1077,378,748
RARRES1_CCDS3184.1_ex5_3:158449980-158450003:-_5-5,RARRES1,668,939,540,606
RASA2_CCDS3117.1_ex1_3:141231059-141231082:+_5-1,RASA2,206,150,468,318
RASA2_CCDS3117.1_ex5_3:141272694-141272717:+_5-2,RASA2,287,610,211,443
RASA2_CCDS3117.1_ex5_3:141272720-141272743:-_5-3,RASA2,179,234,205,100
RASA2_CCDS3117.1_ex7_3:141277737-141277760:-_5-4,RASA2,252,137,219,248
RASA2_CCDS3117.1_ex8_3:141278777-141278800:-_5-5,RASA2,241,287,174,415
RASA4_CCDS47674.1_ex15_7:102246392-102246415:+_1-1,RASA4,528,574,359,265
RASA4B_CCDS59506.1_ex15_7:102147226-102147249:-_1-1,RASA4B,466,476,238,244
RASAL2_CCDS1321.2_ex4_1:178389733-178389756:+_5-1,RASAL2,437,475,266,346
RASAL2_CCDS1321.2_ex6_1:178410754-178410777:-_5-2,RASAL2,683,714,769,625
RASAL2_CCDS1321.2_ex7_1:178411912-178411935:-_5-3,RASAL2,165,182,324,328
RASAL2_CCDS1321.2_ex7_1:178412089-178412112:-_5-4,RASAL2,434,598,498,828
RASAL2_CCDS1321.2_ex8_1:178414775-178414798:+_5-5,RASAL2,329,285,139,66
RASAL3_CCDS46006.1_ex9_19:15568321-15568344:+_5-1,RASAL3,801,1175,1031,1033
RASAL3_CCDS46006.1_ex9_19:15568430-15568453:+_5-2,RASAL3,500,647,440,225
RASAL3_CCDS46006.1_ex9_19:15568540-15568563:+_5-3,RASAL3,517,759,682,319
RASAL3_CCDS46006.1_ex11_19:15569381-15569404:-_5-4,RASAL3,767,631,644,741
RASAL3_CCDS46006.1_ex16_19:15574960-15574983:+_5-5,RASAL3,375,596,428,236
RASD1_CCDS11185.1_ex1_17:17399245-17399268:+_5-1,RASD1,616,705,609,252
RASD1_CCDS11185.1_ex1_17:17399289-17399312:-_5-2,RASD1,657,1203,1517,811
RASD1_CCDS11185.1_ex1_17:17399320-17399343:-_5-3,RASD1,609,1344,638,976
RASD1_CCDS11185.1_ex1_17:17399344-17399367:-_5-4,RASD1,1000,1069,959,1298
RASD1_CCDS11185.1_ex1_17:17399388-17399411:-_5-5,RASD1,448,522,313,598
RASEF_CCDS6662.1_ex15_9:85640682-85640705:+_5-1,RASEF,638,809,792,448
RASEF_CCDS6662.1_ex16_9:85677472-85677495:-_5-2,RASEF,828,1734,1157,1542
RASEF_CCDS6662.1_ex16_9:85677573-85677596:-_5-3,RASEF,832,1281,1102,1208
RASEF_CCDS6662.1_ex16_9:85677593-85677616:+_5-4,RASEF,265,398,212,93
RASEF_CCDS6662.1_ex16_9:85677630-85677653:+_5-5,RASEF,826,624,696,1086
RASGEF1B_CCDS34022.1_ex8_4:82368677-82368700:-_5-1,RASGEF1B,357,757,407,272
RASGEF1B_CCDS34022.1_ex9_4:82369248-82369271:-_5-2,RASGEF1B,319,360,545,636
RASGEF1B_CCDS34022.1_ex9_4:82369350-82369373:+_5-3,RASGEF1B,321,488,356,223
RASGEF1B_CCDS34022.1_ex10_4:82377881-82377904:+_5-4,RASGEF1B,682,473,461,509
RASGEF1B_CCDS34022.1_ex11_4:82378711-82378734:-_5-5,RASGEF1B,138,156,16,340
RASGRF1_CCDS10309.1_ex10_15:79292198-79292221:-_5-1,RASGRF1,525,727,447,690
RASGRF1_CCDS10309.1_ex10_15:79292227-79292250:-_5-2,RASGRF1,31,7,8,11
RASGRF1_CCDS10309.1_ex11_15:79294071-79294094:-_5-3,RASGRF1,128,62,158,67
RASGRF1_CCDS10309.1_ex11_15:79294111-79294134:+_5-4,RASGRF1,589,1279,765,1446
RASGRF1_CCDS10309.1_ex12_15:79296181-79296204:+_5-5,RASGRF1,786,674,667,574
RASGRF2_CCDS4052.1_ex0_5:80256667-80256690:-_5-1,RASGRF2,825,1514,1155,1443
RASGRF2_CCDS4052.1_ex0_5:80256736-80256759:-_5-2,RASGRF2,609,758,513,816
RASGRF2_CCDS4052.1_ex8_5:80382701-80382724:+_5-3,RASGRF2,318,472,376,290
RASGRF2_CCDS4052.1_ex8_5:80382750-80382773:+_5-4,RASGRF2,660,1154,883,961
RASGRF2_CCDS4052.1_ex9_5:80388630-80388653:+_5-5,RASGRF2,280,147,115,199
RASGRP1_CCDS45221.1_ex7_15:38800134-38800157:-_5-1,RASGRP1,269,288,235,522
RASGRP1_CCDS45221.1_ex9_15:38805060-38805083:-_5-2,RASGRP1,327,560,249,632
RASGRP1_CCDS45221.1_ex13_15:38818531-38818554:+_5-3,RASGRP1,567,957,638,746
RASGRP1_CCDS45221.1_ex14_15:38852036-38852059:+_5-4,RASGRP1,468,790,584,638
RASGRP1_CCDS45221.1_ex14_15:38852090-38852113:-_5-5,RASGRP1,319,411,210,487
RASGRP2_CCDS31598.1_ex7_11:64504443-64504466:-_5-1,RASGRP2,1091,783,865,635
RASGRP2_CCDS31598.1_ex7_11:64504475-64504498:-_5-2,RASGRP2,343,320,242,309
RASGRP2_CCDS31598.1_ex9_11:64507218-64507241:-_5-3,RASGRP2,294,316,175,250
RASGRP2_CCDS31598.1_ex11_11:64508432-64508455:+_5-4,RASGRP2,732,342,508,240
RASGRP2_CCDS31598.1_ex12_11:64508917-64508940:+_5-5,RASGRP2,601,717,468,376
RASIP1_CCDS12731.1_ex7_19:49232635-49232658:+_5-1,RASIP1,800,1082,539,592
RASIP1_CCDS12731.1_ex7_19:49232772-49232795:-_5-2,RASIP1,969,1017,559,1092
RASIP1_CCDS12731.1_ex8_19:49238523-49238546:+_5-3,RASIP1,691,863,1028,595
RASIP1_CCDS12731.1_ex9_19:49242567-49242590:-_5-4,RASIP1,666,662,956,745
RASIP1_CCDS12731.1_ex9_19:49242772-49242795:+_5-5,RASIP1,539,358,492,270
RASL11A_CCDS9321.1_ex2_13:27845773-27845796:+_5-1,RASL11A,467,717,235,227
RASL11A_CCDS9321.1_ex2_13:27845788-27845811:+_5-2,RASL11A,502,450,713,991
RASL11A_CCDS9321.1_ex3_13:27847177-27847200:-_5-3,RASL11A,491,369,547,464
RASL11A_CCDS9321.1_ex3_13:27847201-27847224:+_5-4,RASL11A,730,990,648,827
RASL11A_CCDS9321.1_ex3_13:27847279-27847302:-_5-5,RASL11A,319,423,544,378
RASL11B_CCDS3490.1_ex0_4:53728766-53728789:-_5-1,RASL11B,680,917,912,1166
RASL11B_CCDS3490.1_ex1_4:53729420-53729443:+_5-2,RASL11B,651,905,645,532
RASL11B_CCDS3490.1_ex1_4:53729450-53729473:-_5-3,RASL11B,516,739,515,671
RASL11B_CCDS3490.1_ex2_4:53730683-53730706:-_5-4,RASL11B,311,385,264,343
RASL11B_CCDS3490.1_ex2_4:53730709-53730732:-_5-5,RASL11B,337,266,452,334
RASSF1_CCDS2820.1_ex2_3:50369043-50369066:+_5-1,RASSF1,602,864,996,816
RASSF1_CCDS2820.1_ex2_3:50369085-50369108:-_5-2,RASSF1,354,661,576,218
RASSF1_CCDS2820.1_ex2_3:50369112-50369135:+_5-3,RASSF1,838,699,892,1187
RASSF1_CCDS2820.1_ex2_3:50369154-50369177:+_5-4,RASSF1,729,973,896,571
RASSF1_CCDS2820.1_ex2_3:50369182-50369205:-_5-5,RASSF1,1060,1718,1711,1262
RASSF2_CCDS13083.1_ex3_20:4768866-4768889:+_5-1,RASSF2,414,648,800,460
RASSF2_CCDS13083.1_ex4_20:4770301-4770324:+_5-2,RASSF2,326,599,525,479
RASSF2_CCDS13083.1_ex5_20:4771175-4771198:-_5-3,RASSF2,997,903,1012,1059
RASSF2_CCDS13083.1_ex6_20:4773197-4773220:+_5-4,RASSF2,1061,1262,1324,1172
RASSF2_CCDS13083.1_ex8_20:4778658-4778681:-_5-5,RASSF2,633,572,634,588
RAX2_CCDS12112.1_ex0_19:3770802-3770825:+_5-1,RAX2,395,443,746,357
RAX2_CCDS12112.1_ex0_19:3770912-3770935:+_5-2,RAX2,648,805,568,650
RAX2_CCDS12112.1_ex0_19:3770951-3770974:-_5-3,RAX2,560,789,770,677
RAX2_CCDS12112.1_ex1_19:3771519-3771542:+_5-4,RAX2,1066,1335,1248,871
RAX2_CCDS12112.1_ex1_19:3771575-3771598:+_5-5,RAX2,432,196,614,333
RB1_CCDS31973.1_ex4_13:48921989-48922012:-_5-1,RB1,270,201,85,159
RB1_CCDS31973.1_ex7_13:48936971-48936994:+_5-2,RB1,506,642,607,728
RB1_CCDS31973.1_ex12_13:48951140-48951163:+_5-3,RB1,311,480,541,487
RB1_CCDS31973.1_ex13_13:48953720-48953743:+_5-4,RB1,112,138,299,18
RB1_CCDS31973.1_ex13_13:48953746-48953769:+_5-5,RB1,162,123,152,125
RBAK_CCDS5337.1_ex3_7:5103486-5103509:+_5-1,RBAK,266,291,483,385
RBAK_CCDS5337.1_ex3_7:5103528-5103551:+_5-2,RBAK,62,117,64,74
RBAK_CCDS5337.1_ex3_7:5103716-5103739:+_5-3,RBAK,96,88,16,143
RBAK_CCDS5337.1_ex3_7:5103752-5103775:+_5-4,RBAK,16,65,4,7
RBAK_CCDS5337.1_ex3_7:5103833-5103856:+_5-5,RBAK,71,86,90,101
RBAK-RBAKDN_CCDS56463.1_ex1_7:5096987-5097010:-_5-1,RBAK-RBAKDN,32,77,73,61
RBAK-RBAKDN_CCDS56463.1_ex1_7:5097035-5097058:-_5-2,RBAK-RBAKDN,118,112,127,119
RBAK-RBAKDN_CCDS56463.1_ex2_7:5097323-5097346:-_5-3,RBAK-RBAKDN,599,577,516,229
RBAK-RBAKDN_CCDS56463.1_ex2_7:5097358-5097381:+_5-5,RBAK-RBAKDN,274,340,695,387
RBBP4_CCDS366.1_ex2_1:33123148-33123171:+_5-1,RBBP4,156,34,18,77
RBBP4_CCDS366.1_ex3_1:33133903-33133926:-_5-2,RBBP4,378,9,22,10
RBBP4_CCDS366.1_ex3_1:33133922-33133945:-_5-3,RBBP4,199,3,1,0
RBBP4_CCDS366.1_ex4_1:33134356-33134379:+_5-4,RBBP4,778,94,71,99
RBBP4_CCDS366.1_ex5_1:33134586-33134609:+_5-5,RBBP4,509,85,155,42
RBBP5_CCDS30983.1_ex8_1:205070731-205070754:-_5-1,RBBP5,600,312,212,171
RBBP5_CCDS30983.1_ex9_1:205072988-205073011:-_5-2,RBBP5,17,0,1,0
RBBP5_CCDS30983.1_ex9_1:205073032-205073055:+_5-3,RBBP5,216,163,139,160
RBBP5_CCDS30983.1_ex9_1:205073064-205073087:-_5-4,RBBP5,964,454,412,318
RBBP5_CCDS30983.1_ex9_1:205073090-205073113:+_5-5,RBBP5,213,65,6,142
RBBP6_CCDS10621.1_ex0_16:24552071-24552094:-_7-1,RBBP6,613,159,298,212
RBBP6_CCDS10621.1_ex0_16:24552097-24552120:+_7-2,RBBP6,121,0,1,13
RBBP6_CCDS10621.1_ex1_16:24557509-24557532:-_7-3,RBBP6,11,7,0,0
RBBP6_CCDS10621.1_ex1_16:24557527-24557550:+_7-4,RBBP6,4,0,0,0
RBBP6_CCDS10621.1_ex1_16:24557542-24557565:-_7-5,RBBP6,38,0,6,7
RBBP6_CCDS10621.1_ex14_16:24578472-24578495:-_7-6,RBBP6,743,529,308,358
RBBP6_CCDS10621.1_ex16_16:24580479-24580502:+_7-7,RBBP6,123,160,46,141
RBBP7_CCDS14179.1_ex7_X:16875789-16875812:+_5-1,RBBP7,297,267,627,372
RBBP7_CCDS14179.1_ex8_X:16876789-16876812:+_5-2,RBBP7,95,117,105,68
RBBP7_CCDS14179.1_ex8_X:16876876-16876899:+_5-3,RBBP7,471,792,388,675
RBBP7_CCDS14179.1_ex8_X:16876908-16876931:-_5-4,RBBP7,46,26,1,22
RBBP7_CCDS14179.1_ex10_X:16887213-16887236:+_5-5,RBBP7,388,865,568,657
RBBP9_CCDS13136.1_ex1_20:18471062-18471085:-_5-1,RBBP9,288,539,190,478
RBBP9_CCDS13136.1_ex1_20:18471105-18471128:+_5-2,RBBP9,578,740,386,933
RBBP9_CCDS13136.1_ex2_20:18474594-18474617:+_5-3,RBBP9,721,925,1590,1157
RBBP9_CCDS13136.1_ex2_20:18474684-18474707:-_5-4,RBBP9,210,222,250,502
RBBP9_CCDS13136.1_ex3_20:18476516-18476539:-_5-5,RBBP9,152,136,103,278
RBCK1_CCDS12998.1_ex3_20:400105-400128:-_5-1,RBCK1,302,755,634,563
RBCK1_CCDS12998.1_ex4_20:400216-400239:-_5-2,RBCK1,465,413,685,639
RBCK1_CCDS12998.1_ex4_20:400231-400254:+_5-3,RBCK1,658,1497,913,1353
RBCK1_CCDS12998.1_ex5_20:401604-401627:-_5-4,RBCK1,434,604,1010,679
RBCK1_CCDS12998.1_ex6_20:402838-402861:-_5-5,RBCK1,664,726,671,1231
RBFOX1_CCDS10531.1_ex1_16:7568232-7568255:-_5-1,RBFOX1,561,611,275,785
RBFOX1_CCDS10531.1_ex1_16:7568348-7568371:-_5-2,RBFOX1,866,1054,872,751
RBFOX1_CCDS10531.1_ex2_16:7629784-7629807:+_5-3,RBFOX1,401,485,354,867
RBFOX1_CCDS10531.1_ex2_16:7629891-7629914:-_5-4,RBFOX1,491,388,463,629
RBFOX1_CCDS10531.1_ex4_16:7645567-7645590:+_5-5,RBFOX1,287,277,331,123
RBL2_CCDS10748.1_ex0_16:53468629-53468652:-_5-1,RBL2,621,698,747,936
RBL2_CCDS10748.1_ex0_16:53468686-53468709:+_5-2,RBL2,507,518,566,396
RBL2_CCDS10748.1_ex2_16:53476735-53476758:+_5-3,RBL2,601,1112,987,843
RBL2_CCDS10748.1_ex7_16:53488667-53488690:+_5-4,RBL2,530,376,595,711
RBL2_CCDS10748.1_ex8_16:53493374-53493397:+_5-5,RBL2,296,171,256,459
RBM10_CCDS14274.1_ex1_X:47028819-47028842:+_5-1,RBM10,1181,318,186,83
RBM10_CCDS14274.1_ex3_X:47032542-47032565:+_5-2,RBM10,557,165,153,66
RBM10_CCDS14274.1_ex4_X:47034453-47034476:+_5-3,RBM10,480,67,39,54
RBM10_CCDS14274.1_ex8_X:47039360-47039383:+_5-4,RBM10,253,46,96,74
RBM10_CCDS14274.1_ex9_X:47039652-47039675:-_5-5,RBM10,583,109,84,52
RBM11_CCDS46635.1_ex1_21:15591951-15591974:+_5-1,RBM11,86,137,67,15
RBM11_CCDS46635.1_ex1_21:15591983-15592006:-_5-2,RBM11,203,207,198,187
RBM11_CCDS46635.1_ex2_21:15593437-15593460:-_5-3,RBM11,321,377,606,318
RBM11_CCDS46635.1_ex3_21:15596755-15596778:+_5-4,RBM11,77,114,250,34
RBM11_CCDS46635.1_ex3_21:15596793-15596816:-_5-5,RBM11,21,13,49,23
RBM12_CCDS13261.1_ex0_20:34241997-34242020:-_5-1,RBM12,357,360,335,267
RBM12_CCDS13261.1_ex0_20:34242504-34242527:+_5-2,RBM12,261,265,80,249
RBM12_CCDS13261.1_ex0_20:34242717-34242740:+_5-3,RBM12,480,279,343,487
RBM12_CCDS13261.1_ex0_20:34243062-34243085:-_5-4,RBM12,526,147,188,66
RBM12_CCDS13261.1_ex0_20:34243123-34243146:-_5-5,RBM12,364,38,66,23
RBM14_CCDS55772.1_ex0_11:66384342-66384365:-_5-1,RBM14,652,163,11,18
RBM14_CCDS55772.1_ex0_11:66384285-66384308:-_5-2,RBM14,288,7,10,25
RBM14_CCDS55772.1_ex0_11:66384405-66384428:+_5-3,RBM14,122,28,68,0
RBM14_CCDS55772.1_ex0_11:66384308-66384331:+_5-4,RBM14,326,116,127,150
RBM14_CCDS55772.1_ex0_11:66384390-66384413:+_5-5,RBM14,619,189,60,25
RBM15_CCDS59198.1_ex0_1:110882143-110882166:+_5-1,RBM15,313,257,410,424
RBM15_CCDS59198.1_ex0_1:110882283-110882306:+_5-2,RBM15,525,546,562,392
RBM15_CCDS59198.1_ex0_1:110882351-110882374:+_5-3,RBM15,538,512,415,418
RBM15_CCDS59198.1_ex0_1:110883248-110883271:-_5-4,RBM15,532,203,155,156
RBM15_CCDS59198.1_ex0_1:110883436-110883459:-_5-5,RBM15,740,513,1050,631
RBM15B_CCDS33764.1_ex0_3:51429110-51429133:+_5-1,RBM15B,577,894,1039,638
RBM15B_CCDS33764.1_ex0_3:51429230-51429253:-_5-2,RBM15B,854,472,386,593
RBM15B_CCDS33764.1_ex0_3:51429377-51429400:-_5-3,RBM15B,445,645,293,454
RBM15B_CCDS33764.1_ex0_3:51429577-51429600:+_5-4,RBM15B,717,1236,1670,842
RBM15B_CCDS33764.1_ex0_3:51429748-51429771:+_5-5,RBM15B,663,822,655,580
RBM19_CCDS9172.1_ex13_12:114385158-114385181:-_5-1,RBM19,518,175,18,200
RBM19_CCDS9172.1_ex14_12:114386742-114386765:-_5-2,RBM19,241,28,107,173
RBM19_CCDS9172.1_ex14_12:114386823-114386846:-_5-3,RBM19,508,260,161,171
RBM19_CCDS9172.1_ex18_12:114395574-114395597:+_5-4,RBM19,1030,525,514,395
RBM19_CCDS9172.1_ex19_12:114397124-114397147:-_5-5,RBM19,600,319,476,373
RBM22_CCDS34278.1_ex6_5:150076425-150076448:-_5-1,RBM22,980,83,156,76
RBM22_CCDS34278.1_ex7_5:150078059-150078082:-_5-2,RBM22,228,0,16,0
RBM22_CCDS34278.1_ex7_5:150078134-150078157:+_5-3,RBM22,383,556,441,489
RBM22_CCDS34278.1_ex7_5:150078158-150078181:+_5-4,RBM22,243,1,0,0
RBM22_CCDS34278.1_ex9_5:150080004-150080027:-_5-5,RBM22,66,0,0,0
RBM23_CCDS41919.1_ex6_14:23374425-23374448:-_5-1,RBM23,57,58,128,40
RBM23_CCDS41919.1_ex7_14:23374570-23374593:-_5-2,RBM23,736,797,636,937
RBM23_CCDS41919.1_ex8_14:23375455-23375478:-_5-3,RBM23,479,438,303,300
RBM23_CCDS41919.1_ex8_14:23375489-23375512:-_5-4,RBM23,822,473,705,338
RBM23_CCDS41919.1_ex8_14:23375555-23375578:-_5-5,RBM23,433,330,400,499
RBM25_CCDS32113.1_ex1_14:73543040-73543063:-_5-1,RBM25,470,156,231,241
RBM25_CCDS32113.1_ex2_14:73544115-73544138:+_5-2,RBM25,219,167,45,87
RBM25_CCDS32113.1_ex6_14:73566126-73566149:-_5-3,RBM25,60,30,0,15
RBM25_CCDS32113.1_ex8_14:73570128-73570151:+_5-4,RBM25,152,76,61,15
RBM25_CCDS32113.1_ex8_14:73570169-73570192:+_5-5,RBM25,266,1,45,26
RBM27_CCDS43378.1_ex4_5:145609317-145609340:+_5-1,RBM27,254,376,237,127
RBM27_CCDS43378.1_ex4_5:145609347-145609370:+_5-2,RBM27,110,77,91,53
RBM27_CCDS43378.1_ex4_5:145609414-145609437:+_5-3,RBM27,257,73,434,51
RBM27_CCDS43378.1_ex4_5:145609443-145609466:+_5-4,RBM27,182,351,326,208
RBM27_CCDS43378.1_ex8_5:145631278-145631301:+_5-5,RBM27,471,747,342,669
RBM3_CCDS14301.1_ex1_X:48433940-48433963:+_5-1,RBM3,371,557,856,357
RBM3_CCDS14301.1_ex1_X:48433965-48433988:+_5-2,RBM3,479,731,431,392
