gRNA,Gene,Plasmid,Rep1,Rep2,Rep3
ZACN_70116,ZACN,649,536,596,338
ZAK_39479,ZAK,69,24,22,35
ZAK_39480,ZAK,441,516,767,471
ZAK_39481,ZAK,286,339,266,167
ZAK_39482,ZAK,453,452,278,444
ZAP70_20409,ZAP70,518,838,401,606
ZAP70_20410,ZAP70,453,459,637,342
ZAP70_20411,ZAP70,419,354,607,561
ZAP70_20412,ZAP70,279,351,229,244
ZAR1_68569,ZAR1,225,205,114,127
ZAR1_68570,ZAR1,459,532,412,326
ZAR1_68571,ZAR1,117,199,221,99
ZAR1_68572,ZAR1,252,415,329,253
ZAR1L_74130,ZAR1L,407,522,284,544
ZAR1L_74131,ZAR1L,330,320,356,371
ZAR1L_74132,ZAR1L,450,669,959,729
ZAR1L_74133,ZAR1L,649,676,729,933
ZBBX_49807,ZBBX,305,296,324,409
ZBBX_49808,ZBBX,210,170,294,189
ZBBX_49809,ZBBX,192,343,246,265
ZBBX_49810,ZBBX,182,135,121,361
ZBED3_53491,ZBED3,289,306,500,552
ZBED3_53492,ZBED3,844,856,1208,923
ZBED3_53493,ZBED3,389,304,311,366
ZBED3_53494,ZBED3,539,778,873,955
ZBED6CL_57049,ZBED6CL,617,543,661,599
ZBED6CL_57050,ZBED6CL,552,587,566,767
ZBED6CL_57051,ZBED6CL,567,738,1103,815
ZBED6CL_57052,ZBED6CL,352,499,447,395
ZBP1_51483,ZBP1,809,1227,631,827
ZBP1_51484,ZBP1,323,559,823,600
ZBP1_51485,ZBP1,400,588,465,592
ZBP1_51486,ZBP1,359,661,534,676
ZBTB18_28197,ZBTB18,462,342,647,487
ZBTB18_28198,ZBTB18,350,516,621,475
ZBTB18_28199,ZBTB18,490,417,792,588
ZBTB18_28200,ZBTB18,377,609,525,432
ZBTB24_26149,ZBTB24,529,714,574,488
ZBTB24_26150,ZBTB24,532,498,428,441
ZBTB24_26151,ZBTB24,247,179,247,342
ZBTB24_26152,ZBTB24,234,178,323,119
ZBTB26_46207,ZBTB26,302,216,267,71
ZBTB26_46208,ZBTB26,313,415,460,463
ZBTB26_46209,ZBTB26,218,414,254,198
ZBTB26_46210,ZBTB26,236,403,238,354
ZBTB32_35439,ZBTB32,178,230,311,193
ZBTB32_35440,ZBTB32,256,305,174,205
ZBTB32_35441,ZBTB32,277,425,142,252
ZBTB32_35442,ZBTB32,279,414,286,394
ZBTB33_26717,ZBTB33,828,737,1097,775
ZBTB33_26718,ZBTB33,574,352,391,363
ZBTB33_26719,ZBTB33,237,415,325,275
ZBTB33_26720,ZBTB33,621,504,478,486
ZBTB34_72645,ZBTB34,628,451,320,449
ZBTB34_72646,ZBTB34,684,735,796,885
ZBTB34_72647,ZBTB34,560,683,633,576
ZBTB34_72648,ZBTB34,701,508,387,694
ZBTB37_53831,ZBTB37,609,1055,824,633
ZBTB37_53832,ZBTB37,615,897,1025,660
ZBTB37_53833,ZBTB37,288,457,524,238
ZBTB37_53834,ZBTB37,268,257,315,276
ZBTB38_66301,ZBTB38,276,347,188,371
ZBTB38_66302,ZBTB38,160,341,222,216
ZBTB38_66303,ZBTB38,313,349,265,265
ZBTB38_66304,ZBTB38,368,688,296,590
ZBTB43_31731,ZBTB43,585,768,705,462
ZBTB43_31732,ZBTB43,383,468,495,460
ZBTB43_31733,ZBTB43,218,93,168,197
ZBTB43_31734,ZBTB43,230,289,305,154
ZBTB44_36375,ZBTB44,637,838,729,979
ZBTB44_36376,ZBTB44,525,986,689,867
ZBTB44_36377,ZBTB44,504,763,769,505
ZBTB44_36378,ZBTB44,421,438,309,333
ZBTB47_56405,ZBTB47,198,154,185,241
ZBTB47_56406,ZBTB47,178,285,70,346
ZBTB47_56407,ZBTB47,211,310,125,195
ZBTB47_56408,ZBTB47,766,879,457,660
ZBTB7A_38559,ZBTB7A,547,34,52,138
ZBTB7A_38560,ZBTB7A,709,348,398,381
ZBTB7A_38561,ZBTB7A,693,275,412,146
ZBTB7A_38562,ZBTB7A,64,3,14,0
ZBTB7B_37615,ZBTB7B,793,922,1130,1258
ZBTB7B_37616,ZBTB7B,736,904,853,813
ZBTB7B_37617,ZBTB7B,311,603,643,352
ZBTB7B_37618,ZBTB7B,406,527,532,364
ZBTB7C_64897,ZBTB7C,1001,599,1205,632
ZBTB7C_64898,ZBTB7C,623,751,313,594
ZBTB7C_64899,ZBTB7C,504,821,470,514
ZBTB7C_64900,ZBTB7C,838,967,857,741
ZBTB8A_74238,ZBTB8A,193,131,101,104
ZBTB8A_74239,ZBTB8A,529,652,430,388
ZBTB8A_74240,ZBTB8A,464,833,664,938
ZBTB8A_74241,ZBTB8A,247,259,315,326
ZBTB9_65833,ZBTB9,423,642,634,429
ZBTB9_65834,ZBTB9,323,536,553,406
ZBTB9_65835,ZBTB9,469,786,802,381
ZBTB9_65836,ZBTB9,158,118,240,193
ZC3H10_54327,ZC3H10,751,678,751,567
ZC3H10_54328,ZC3H10,546,291,372,273
ZC3H10_54329,ZC3H10,644,730,610,571
ZC3H10_54330,ZC3H10,214,131,114,136
ZC3H11A_26273,ZC3H11A,310,413,268,319
ZC3H11A_26274,ZC3H11A,529,602,635,632
ZC3H11A_26275,ZC3H11A,328,316,241,395
ZC3H11A_26276,ZC3H11A,240,150,133,251
ZC3H12A_50791,ZC3H12A,155,298,270,422
ZC3H12A_50792,ZC3H12A,192,494,267,182
ZC3H12A_50793,ZC3H12A,242,366,468,413
ZC3H12A_50794,ZC3H12A,360,677,556,651
ZC3H15_43583,ZC3H15,253,361,241,249
ZC3H15_43584,ZC3H15,246,379,104,393
ZC3H15_43585,ZC3H15,173,209,173,163
ZC3H15_43586,ZC3H15,170,138,162,67
ZC3H18_58709,ZC3H18,661,411,589,354
ZC3H18_58710,ZC3H18,525,331,227,359
ZC3H18_58711,ZC3H18,518,438,267,457
ZC3H18_58712,ZC3H18,315,219,172,285
ZC3H6_70581,ZC3H6,295,355,389,378
ZC3H6_70582,ZC3H6,528,562,482,491
ZC3H6_70583,ZC3H6,281,531,554,301
ZC3H6_70584,ZC3H6,472,607,458,621
ZC3H7A_36371,ZC3H7A,285,236,349,292
ZC3H7A_36372,ZC3H7A,174,121,57,144
ZC3H7A_36373,ZC3H7A,375,530,265,422
ZC3H7A_36374,ZC3H7A,142,126,217,127
ZC3H7B_32275,ZC3H7B,377,438,327,391
ZC3H7B_32276,ZC3H7B,352,440,625,260
ZC3H7B_32277,ZC3H7B,326,355,195,358
ZC3H7B_32278,ZC3H7B,542,467,642,568
ZC3H8_53739,ZC3H8,750,371,315,302
ZC3H8_53740,ZC3H8,665,139,87,57
ZC3H8_53741,ZC3H8,717,278,272,255
ZC3H8_53742,ZC3H8,500,443,580,533
ZC3HAV1L_56101,ZC3HAV1L,982,1231,1389,644
ZC3HAV1L_56102,ZC3HAV1L,741,1054,1018,984
ZC3HAV1L_56103,ZC3HAV1L,226,244,205,344
ZC3HAV1L_56104,ZC3HAV1L,674,1058,1056,1011
ZC3HC1_38959,ZC3HC1,799,463,386,450
ZC3HC1_38960,ZC3HC1,654,322,238,359
ZC3HC1_38961,ZC3HC1,339,435,268,420
ZC3HC1_38962,ZC3HC1,485,607,549,674
ZCCHC13_71521,ZCCHC13,255,447,358,350
ZCCHC13_71522,ZCCHC13,619,511,627,352
ZCCHC13_71523,ZCCHC13,379,417,636,507
ZCCHC13_71524,ZCCHC13,809,609,699,881
ZCCHC14_31963,ZCCHC14,732,767,743,815
ZCCHC14_31964,ZCCHC14,150,80,203,57
ZCCHC14_31965,ZCCHC14,462,703,616,896
ZCCHC14_31966,ZCCHC14,206,188,185,202
ZCCHC24_65337,ZCCHC24,795,1267,1196,1068
ZCCHC24_65338,ZCCHC24,656,852,509,1051
ZCCHC24_65339,ZCCHC24,710,808,1103,1241
ZCCHC24_65340,ZCCHC24,679,755,1056,544
ZCCHC3_54835,ZCCHC3,187,270,212,137
ZCCHC3_54836,ZCCHC3,176,229,261,113
ZCCHC3_54837,ZCCHC3,172,300,177,392
ZCCHC3_54838,ZCCHC3,212,157,123,299
ZCCHC5_65101,ZCCHC5,470,657,390,529
ZCCHC5_65102,ZCCHC5,311,446,362,306
ZCCHC5_65103,ZCCHC5,224,546,165,251
ZCCHC5_65104,ZCCHC5,208,153,118,165
ZCRB1_54911,ZCRB1,566,87,57,45
ZCRB1_54912,ZCRB1,581,191,80,93
ZCRB1_54913,ZCRB1,802,94,118,328
ZCRB1_54914,ZCRB1,266,175,70,65
ZCWPW1_41451,ZCWPW1,394,749,391,432
ZCWPW1_41452,ZCWPW1,386,573,532,270
ZCWPW1_41453,ZCWPW1,332,415,497,405
ZCWPW1_41454,ZCWPW1,657,699,903,1295
ZCWPW2_62613,ZCWPW2,251,250,233,194
ZCWPW2_62614,ZCWPW2,455,308,385,361
ZCWPW2_62615,ZCWPW2,237,323,165,136
ZCWPW2_62616,ZCWPW2,433,230,305,159
ZDBF2_46203,ZDBF2,393,429,409,459
ZDBF2_46204,ZDBF2,193,92,163,268
ZDBF2_46205,ZDBF2,234,96,94,159
ZDBF2_46206,ZDBF2,359,250,411,390
ZDHHC1_36635,ZDHHC1,247,250,405,280
ZDHHC1_36636,ZDHHC1,144,101,407,234
ZDHHC1_36637,ZDHHC1,457,365,641,363
ZDHHC1_36638,ZDHHC1,537,495,245,365
ZDHHC14_49623,ZDHHC14,667,400,665,477
ZDHHC14_49624,ZDHHC14,499,691,692,693
ZDHHC14_49625,ZDHHC14,451,462,545,592
ZDHHC14_49626,ZDHHC14,229,98,180,123
ZDHHC15_63245,ZDHHC15,954,670,726,536
ZDHHC15_63246,ZDHHC15,894,1147,1020,838
ZDHHC15_63247,ZDHHC15,516,447,627,660
ZDHHC15_63248,ZDHHC15,113,57,86,108
ZDHHC17_32667,ZDHHC17,270,315,236,355
ZDHHC17_32668,ZDHHC17,279,265,182,213
ZDHHC17_32669,ZDHHC17,217,124,157,164
ZDHHC17_32670,ZDHHC17,266,353,198,364
ZDHHC2_38119,ZDHHC2,569,1028,690,498
ZDHHC2_38120,ZDHHC2,754,786,971,694
ZDHHC2_38121,ZDHHC2,911,918,1309,950
ZDHHC2_38122,ZDHHC2,645,1013,918,982
ZDHHC20_66357,ZDHHC20,854,1428,1403,1354
ZDHHC20_66358,ZDHHC20,736,652,888,716
ZDHHC20_66359,ZDHHC20,605,489,828,716
ZDHHC20_66360,ZDHHC20,541,425,774,602
ZDHHC22_67417,ZDHHC22,580,610,873,652
ZDHHC22_67418,ZDHHC22,317,405,277,160
ZDHHC22_67419,ZDHHC22,673,664,1318,698
ZDHHC22_67420,ZDHHC22,693,580,1090,756
ZDHHC24_66461,ZDHHC24,169,94,96,313
ZDHHC24_66462,ZDHHC24,769,657,837,865
ZDHHC24_66463,ZDHHC24,736,1098,497,549
ZDHHC24_66464,ZDHHC24,224,449,271,334
ZDHHC3_38431,ZDHHC3,205,153,293,436
ZDHHC3_38432,ZDHHC3,242,640,463,533
ZDHHC3_38433,ZDHHC3,139,253,156,190
ZDHHC3_38434,ZDHHC3,143,69,179,96
ZDHHC4_41711,ZDHHC4,756,902,978,1023
ZDHHC4_41712,ZDHHC4,548,423,514,330
ZDHHC4_41713,ZDHHC4,307,386,393,448
ZDHHC4_41714,ZDHHC4,442,560,482,366
ZDHHC6_47787,ZDHHC6,575,625,551,776
ZDHHC6_47788,ZDHHC6,615,541,886,471
ZDHHC6_47789,ZDHHC6,645,799,1023,870
ZDHHC6_47790,ZDHHC6,210,165,222,68
ZFAND1_49847,ZFAND1,367,234,166,153
ZFAND1_49848,ZFAND1,204,200,195,153
ZFAND1_49849,ZFAND1,256,206,402,338
ZFAND1_49850,ZFAND1,422,598,769,675
ZFAND2A_55567,ZFAND2A,483,612,741,599
ZFAND2A_55568,ZFAND2A,387,348,377,350
ZFAND2A_55569,ZFAND2A,361,474,207,291
ZFAND2A_55570,ZFAND2A,556,866,1121,667
ZFAND2B_59853,ZFAND2B,424,270,290,388
ZFAND2B_59854,ZFAND2B,565,816,599,422
ZFAND2B_59855,ZFAND2B,309,430,322,305
ZFAND2B_59856,ZFAND2B,292,245,603,522
ZFAND3_47023,ZFAND3,994,1106,1561,1465
ZFAND3_47024,ZFAND3,594,616,661,651
ZFAND3_47025,ZFAND3,728,540,648,670
ZFAND3_47026,ZFAND3,651,737,634,708
ZFAND4_56541,ZFAND4,602,464,396,590
ZFAND4_56542,ZFAND4,334,231,187,492
ZFAND4_56543,ZFAND4,335,450,360,666
ZFAND4_56544,ZFAND4,407,875,521,604
ZFAND5_20837,ZFAND5,310,385,199,138
ZFAND5_20838,ZFAND5,248,244,128,226
ZFAND5_20839,ZFAND5,547,697,734,865
ZFAND5_20840,ZFAND5,463,445,455,430
ZFAT_46055,ZFAT,1331,1175,957,821
ZFAT_46056,ZFAT,695,130,61,155
ZFAT_46057,ZFAT,620,438,395,224
ZFAT_46058,ZFAT,715,318,340,198
ZFHX2_54947,ZFHX2,787,1166,1038,554
ZFHX2_54948,ZFHX2,235,308,110,179
ZFHX2_54949,ZFHX2,138,174,125,141
ZFHX2_54950,ZFHX2,372,294,229,179
ZFHX4_49903,ZFHX4,324,394,634,519
ZFHX4_49904,ZFHX4,1070,1233,974,830
ZFHX4_49905,ZFHX4,372,514,493,539
ZFHX4_49906,ZFHX4,676,739,857,651
ZFP1_63493,ZFP1,661,616,681,848
ZFP1_63494,ZFP1,345,474,856,415
ZFP1_63495,ZFP1,338,310,397,419
ZFP1_63496,ZFP1,463,598,719,499
ZFP36L2_1881,ZFP36L2,337,387,374,492
ZFP36L2_1882,ZFP36L2,479,536,541,396
ZFP36L2_1883,ZFP36L2,575,682,578,679
ZFP36L2_1884,ZFP36L2,518,620,583,586
ZFP64_43187,ZFP64,1024,1662,1710,1274
ZFP64_43188,ZFP64,963,1324,1824,1428
ZFP64_43189,ZFP64,564,847,754,1167
ZFP64_43190,ZFP64,211,111,326,249
ZFP69_68989,ZFP69,306,117,177,294
ZFP69_68990,ZFP69,243,221,475,302
ZFP69_68991,ZFP69,251,175,204,347
ZFP69_68992,ZFP69,271,317,130,276
ZFP69B_48463,ZFP69B,334,855,274,449
ZFP69B_48464,ZFP69B,397,237,386,207
ZFP69B_48465,ZFP69B,372,494,457,590
ZFP69B_48466,ZFP69B,229,205,383,217
ZFP82_67837,ZFP82,382,683,622,465
ZFP82_67838,ZFP82,389,289,321,421
ZFP82_67839,ZFP82,160,167,99,182
ZFP82_67840,ZFP82,211,185,473,226
ZFP91_51403,ZFP91,258,555,424,451
ZFP91_51404,ZFP91,547,711,711,627
ZFP91_51405,ZFP91,271,413,261,572
ZFP91_51406,ZFP91,440,694,331,236
ZFPL1_20429,ZFPL1,325,423,622,372
ZFPL1_20430,ZFPL1,256,279,208,234
ZFPL1_20431,ZFPL1,328,214,312,349
ZFPL1_20432,ZFPL1,270,382,177,375
ZFPM1_63477,ZFPM1,774,537,532,236
ZFPM1_63478,ZFPM1,641,715,545,707
ZFPM1_63479,ZFPM1,248,322,113,159
ZFPM1_63480,ZFPM1,537,691,429,388
ZFPM2_32747,ZFPM2,1074,1304,967,1005
ZFPM2_32748,ZFPM2,811,834,998,809
ZFPM2_32749,ZFPM2,594,832,848,1013
ZFPM2_32750,ZFPM2,639,1460,1149,1034
ZFX_20433,ZFX,245,95,109,64
ZFX_20434,ZFX,303,252,187,204
ZFX_20435,ZFX,188,70,106,87
ZFX_20436,ZFX,243,209,274,401
ZFY_20437,ZFY,178,242,426,405
ZFY_20438,ZFY,178,181,291,140
ZFY_20439,ZFY,243,204,248,299
ZFY_20440,ZFY,216,284,377,346
ZFYVE19_54535,ZFYVE19,678,874,606,872
ZFYVE19_54536,ZFYVE19,254,296,661,365
ZFYVE19_54537,ZFYVE19,444,714,461,623
ZFYVE19_54538,ZFYVE19,435,435,604,341
ZFYVE26_32963,ZFYVE26,208,110,301,310
ZFYVE26_32964,ZFYVE26,199,143,246,108
ZFYVE26_32965,ZFYVE26,190,164,32,94
ZFYVE26_32966,ZFYVE26,191,122,147,57
ZFYVE27_58081,ZFYVE27,357,214,329,264
ZFYVE27_58082,ZFYVE27,326,397,416,248
ZFYVE27_58083,ZFYVE27,212,473,629,278
ZFYVE27_58084,ZFYVE27,156,206,129,243
ZFYVE28_46363,ZFYVE28,732,699,738,781
ZFYVE28_46364,ZFYVE28,342,385,779,596
ZFYVE28_46365,ZFYVE28,336,490,310,285
ZFYVE28_46366,ZFYVE28,272,235,322,285
ZFYVE9_24637,ZFYVE9,175,242,174,162
ZFYVE9_24638,ZFYVE9,276,204,203,184
ZFYVE9_24639,ZFYVE9,128,141,139,53
ZFYVE9_24640,ZFYVE9,286,302,179,270
ZHX2_31103,ZHX2,199,390,369,408
ZHX2_31104,ZHX2,150,163,58,160
ZHX2_31105,ZHX2,320,501,300,328
ZHX2_31106,ZHX2,202,154,167,62
ZHX3_31583,ZHX3,433,413,692,539
ZHX3_31584,ZHX3,281,281,370,390
ZHX3_31585,ZHX3,255,227,271,133
ZHX3_31586,ZHX3,181,295,343,338
ZIC3_20449,ZIC3,633,909,432,567
ZIC3_20450,ZIC3,576,426,559,653
ZIC3_20451,ZIC3,559,1093,657,852
ZIC3_20452,ZIC3,519,818,946,951
ZIC4_52923,ZIC4,186,208,566,208
ZIC4_52924,ZIC4,197,223,274,259
ZIC4_52925,ZIC4,270,335,254,383
ZIC4_52926,ZIC4,172,210,144,161
ZIC5_54903,ZIC5,353,713,259,227
ZIC5_54904,ZIC5,504,410,290,438
ZIC5_54905,ZIC5,479,906,472,781
ZIC5_54906,ZIC5,345,411,432,388
ZIK1_67729,ZIK1,313,331,395,406
ZIK1_67730,ZIK1,376,486,514,374
ZIK1_67731,ZIK1,358,223,404,195
ZIK1_67732,ZIK1,281,297,447,402
ZIM2_33327,ZIM2,744,871,423,659
ZIM2_33328,ZIM2,357,376,214,501
ZIM2_33329,ZIM2,698,683,1089,896
ZIM2_33330,ZIM2,428,458,565,446
ZIM3_57077,ZIM3,263,279,138,263
ZIM3_57078,ZIM3,285,449,745,290
ZIM3_57079,ZIM3,408,365,217,273
ZIM3_57080,ZIM3,266,582,312,371
ZKSCAN1_20553,ZKSCAN1,820,808,946,972
ZKSCAN1_20554,ZKSCAN1,540,647,1079,825
ZKSCAN1_20555,ZKSCAN1,556,479,909,436
ZKSCAN1_20556,ZKSCAN1,299,448,219,225
ZKSCAN5_33443,ZKSCAN5,502,789,541,562
ZKSCAN5_33444,ZKSCAN5,202,312,107,130
ZKSCAN5_33445,ZKSCAN5,267,205,173,330
ZKSCAN5_33446,ZKSCAN5,280,272,538,252
ZKSCAN7_43655,ZKSCAN7,325,571,479,448
ZKSCAN7_43656,ZKSCAN7,336,224,562,439
ZKSCAN7_43657,ZKSCAN7,288,424,844,502
ZKSCAN7_43658,ZKSCAN7,516,572,843,681
ZKSCAN8_20789,ZKSCAN8,444,611,435,621
ZKSCAN8_20790,ZKSCAN8,335,631,283,191
ZKSCAN8_20791,ZKSCAN8,262,393,534,184
ZKSCAN8_20792,ZKSCAN8,278,309,358,559
ZMAT1_53659,ZMAT1,264,549,243,190
ZMAT1_53660,ZMAT1,488,571,1023,981
ZMAT1_53661,ZMAT1,593,587,606,725
ZMAT1_53662,ZMAT1,135,76,118,182
ZMAT2_62789,ZMAT2,862,261,319,310
ZMAT2_62790,ZMAT2,745,905,776,897
ZMAT2_62791,ZMAT2,483,0,72,79
ZMAT2_62792,ZMAT2,927,1115,1017,945
ZMAT5_43767,ZMAT5,631,322,477,312
ZMAT5_43768,ZMAT5,406,241,218,220
ZMAT5_43769,ZMAT5,457,398,338,444
ZMAT5_43770,ZMAT5,392,93,290,257
ZMIZ1_45207,ZMIZ1,945,702,699,905
ZMIZ1_45208,ZMIZ1,999,856,860,984
ZMIZ1_45209,ZMIZ1,332,121,312,83
ZMIZ1_45210,ZMIZ1,446,300,271,367
ZMPSTE24_27577,ZMPSTE24,434,350,382,407
ZMPSTE24_27578,ZMPSTE24,365,433,610,361
ZMPSTE24_27579,ZMPSTE24,375,307,253,309
ZMPSTE24_27580,ZMPSTE24,109,81,163,72
ZMYM5_24177,ZMYM5,256,144,140,133
ZMYM5_24178,ZMYM5,391,466,579,351
ZMYM5_24179,ZMYM5,297,455,541,311
ZMYM5_24180,ZMYM5,268,286,241,267
ZMYM6_24173,ZMYM6,237,444,507,271
ZMYM6_24174,ZMYM6,189,206,242,258
ZMYM6_24175,ZMYM6,290,361,271,506
ZMYM6_24176,ZMYM6,209,349,207,204
ZMYM6NB_75878,ZMYM6NB,562,701,843,359
ZMYM6NB_75879,ZMYM6NB,590,846,1243,780
ZMYM6NB_75880,ZMYM6NB,572,783,624,1042
ZMYM6NB_75881,ZMYM6NB,699,506,668,862
ZMYND10_38599,ZMYND10,294,467,521,255
ZMYND10_38600,ZMYND10,1037,1084,1243,976
ZMYND10_38601,ZMYND10,634,634,518,493
ZMYND10_38602,ZMYND10,144,161,160,60
ZMYND12_53127,ZMYND12,692,732,764,279
ZMYND12_53128,ZMYND12,527,665,352,424
ZMYND12_53129,ZMYND12,889,973,940,1000
ZMYND12_53130,ZMYND12,651,806,1097,821
ZNF106_47699,ZNF106,739,1391,1000,863
ZNF106_47700,ZNF106,225,168,229,216
ZNF106_47701,ZNF106,773,905,861,676
ZNF106_47702,ZNF106,713,1061,1138,835
ZNF117_38579,ZNF117,469,366,516,418
ZNF117_38580,ZNF117,371,554,392,321
ZNF117_38581,ZNF117,309,335,555,480
ZNF117_38582,ZNF117,452,378,627,435
ZNF12_20481,ZNF12,414,660,460,532
ZNF12_20482,ZNF12,781,924,827,916
ZNF12_20483,ZNF12,294,572,245,628
ZNF12_20484,ZNF12,700,713,984,801
ZNF121_20645,ZNF121,761,664,757,909
ZNF121_20646,ZNF121,604,688,803,501
ZNF121_20647,ZNF121,239,246,311,208
ZNF121_20648,ZNF121,717,1071,1089,789
ZNF124_20649,ZNF124,872,1258,945,1331
ZNF124_20650,ZNF124,518,630,791,683
ZNF124_20651,ZNF124,647,742,1113,758
ZNF124_20652,ZNF124,629,555,843,588
ZNF132_20661,ZNF132,293,197,120,200
ZNF132_20662,ZNF132,361,234,363,305
ZNF132_20663,ZNF132,579,800,891,696
ZNF132_20664,ZNF132,630,578,681,643
ZNF133_20665,ZNF133,203,280,235,202
ZNF133_20666,ZNF133,675,875,789,815
ZNF133_20667,ZNF133,698,1227,1114,1266
ZNF133_20668,ZNF133,605,504,903,669
ZNF136_20677,ZNF136,943,1200,1028,1216
ZNF136_20678,ZNF136,352,226,511,451
ZNF136_20679,ZNF136,722,590,475,608
ZNF136_20680,ZNF136,249,238,432,231
ZNF140_20685,ZNF140,434,668,649,465
ZNF140_20686,ZNF140,201,244,140,205
ZNF140_20687,ZNF140,377,562,332,425
ZNF140_20688,ZNF140,220,208,297,256
ZNF143_20697,ZNF143,206,285,206,237
ZNF143_20698,ZNF143,254,435,424,161
ZNF143_20699,ZNF143,166,151,126,96
ZNF143_20700,ZNF143,176,212,317,129
ZNF146_20709,ZNF146,735,1281,1793,895
ZNF146_20710,ZNF146,566,724,971,443
ZNF146_20711,ZNF146,774,896,1199,713
ZNF146_20712,ZNF146,503,704,650,592
ZNF155_20729,ZNF155,459,655,309,454
ZNF155_20730,ZNF155,316,364,411,379
ZNF155_20731,ZNF155,196,203,219,188
ZNF155_20732,ZNF155,229,318,215,321
ZNF157_20733,ZNF157,33,10,71,17
ZNF157_20734,ZNF157,349,662,509,482
ZNF157_20735,ZNF157,874,1013,898,1067
ZNF157_20736,ZNF157,626,581,809,718
ZNF165_20741,ZNF165,226,557,441,295
ZNF165_20742,ZNF165,62,14,46,33
ZNF165_20743,ZNF165,168,169,128,75
ZNF165_20744,ZNF165,216,83,179,112
ZNF169_64097,ZNF169,170,218,48,210
ZNF169_64098,ZNF169,605,648,902,695
ZNF169_64099,ZNF169,300,426,328,204
ZNF169_64100,ZNF169,431,215,288,260
ZNF174_20749,ZNF174,228,158,278,442
ZNF174_20750,ZNF174,415,275,616,460
ZNF174_20751,ZNF174,216,287,227,277
ZNF174_20752,ZNF174,314,301,512,440
ZNF18_20501,ZNF18,430,374,657,548
ZNF18_20502,ZNF18,536,566,580,293
ZNF18_20503,ZNF18,147,69,170,107
ZNF18_20504,ZNF18,346,349,478,468
ZNF185_20777,ZNF185,220,162,156,106
ZNF185_20778,ZNF185,279,305,374,517
ZNF185_20779,ZNF185,147,187,452,274
ZNF185_20780,ZNF185,210,318,332,253
ZNF19_20505,ZNF19,291,518,281,307
ZNF19_20506,ZNF19,0,0,0,0
ZNF19_20507,ZNF19,163,168,194,163
ZNF19_20508,ZNF19,350,297,547,360
ZNF195_20797,ZNF195,574,886,567,901
ZNF195_20798,ZNF195,321,304,296,455
ZNF195_20799,ZNF195,526,512,569,681
ZNF195_20800,ZNF195,530,529,529,589
ZNF197_27233,ZNF197,774,1274,1183,1204
ZNF197_27234,ZNF197,431,497,628,547
ZNF197_27235,ZNF197,583,567,390,447
ZNF197_27236,ZNF197,341,302,296,364
ZNF2_20453,ZNF2,457,243,473,183
ZNF2_20454,ZNF2,273,406,289,255
ZNF2_20455,ZNF2,155,161,79,142
ZNF2_20456,ZNF2,292,233,68,213
ZNF20_20509,ZNF20,352,457,263,421
ZNF20_20510,ZNF20,285,159,157,337
ZNF20_20511,ZNF20,270,224,369,252
ZNF20_20512,ZNF20,261,365,240,422
ZNF205_20813,ZNF205,587,1089,1100,1079
ZNF205_20814,ZNF205,506,463,744,380
ZNF205_20815,ZNF205,277,86,214,404
ZNF205_20816,ZNF205,371,642,453,464
ZNF207_20817,ZNF207,643,119,152,85
ZNF207_20818,ZNF207,188,55,118,206
ZNF207_20819,ZNF207,464,266,173,196
ZNF207_20820,ZNF207,348,78,43,56
ZNF212_21153,ZNF212,389,218,223,280
ZNF212_21154,ZNF212,400,413,448,392
ZNF212_21155,ZNF212,238,236,426,290
ZNF212_21156,ZNF212,145,213,179,277
ZNF215_20833,ZNF215,758,566,658,861
ZNF215_20834,ZNF215,413,738,565,565
ZNF215_20835,ZNF215,272,303,400,285
ZNF215_20836,ZNF215,441,622,856,505
ZNF217_20841,ZNF217,294,194,226,273
ZNF217_20842,ZNF217,195,177,306,140
ZNF217_20843,ZNF217,374,244,270,157
ZNF217_20844,ZNF217,157,68,220,217
ZNF229_20869,ZNF229,288,380,205,220
ZNF229_20870,ZNF229,517,437,597,561
ZNF229_20871,ZNF229,400,186,148,266
ZNF229_20872,ZNF229,211,388,81,141
ZNF23_20521,ZNF23,372,348,200,260
ZNF23_20522,ZNF23,196,250,137,336
ZNF23_20523,ZNF23,190,88,247,92
ZNF23_20524,ZNF23,289,527,379,324
ZNF230_20873,ZNF230,369,457,560,572
ZNF230_20874,ZNF230,273,71,189,181
ZNF230_20875,ZNF230,528,374,572,491
ZNF230_20876,ZNF230,359,370,272,353
ZNF232_20877,ZNF232,327,326,155,127
ZNF232_20878,ZNF232,627,696,720,1019
ZNF232_20879,ZNF232,231,299,204,187
ZNF232_20880,ZNF232,205,249,409,737
ZNF239_21369,ZNF239,419,314,492,299
ZNF239_21370,ZNF239,252,379,292,277
ZNF239_21371,ZNF239,222,159,197,275
ZNF239_21372,ZNF239,357,250,255,269
ZNF251_55691,ZNF251,187,166,140,157
ZNF251_55692,ZNF251,264,187,146,265
ZNF251_55693,ZNF251,117,91,110,89
ZNF251_55694,ZNF251,207,213,232,354
ZNF253_44127,ZNF253,599,581,451,694
ZNF253_44128,ZNF253,267,328,318,190
ZNF253_44129,ZNF253,424,396,393,401
ZNF253_44130,ZNF253,445,726,421,315
ZNF257_57069,ZNF257,423,431,268,323
ZNF257_57070,ZNF257,410,308,344,421
ZNF257_57071,ZNF257,408,514,313,334
ZNF257_57072,ZNF257,534,960,531,565
